story_id,company_name,industry_1,industry_2,industry_3
tableau_204,Tesco,retail,consumer services,food and beverage services
tableau_205,Nissan,technology,automotive,motor vehicle manufacturing
tableau_206,Siemens AG,"Technology, Information, and Internet",Industrial Machinery Manufacturing,Engineering
tableau_207,Region Midtjylland (Region Midt),hospitals and health care,business consulting and services,public administration
tableau_208,Measured,Advertising Services,Software Development,"Technology, Information and Internet"
tableau_209,El Al,Transportation,Aerospace,Aviation
tableau_210,United Nations World Food Programme (WFP),non-profit organizations,humanitarian services,food and beverage services
tableau_211,Luxoft,it services and it consulting,software development,"technology, information and internet"
tableau_212,Polysphere,commercial mining,data analytics,software development
tableau_213,Seera Group,travel and tourism,it services and it consulting,business consulting and services
tableau_214,Guy's and St Thomas' Charity,non-profit organizations,hospitals and health care,medical practices
tableau_215,Coca-Cola European Partners,food and beverage services,retail,"technology, information and internet"
tableau_216,"Mondelz International, Inc.",food and beverage services,consumer services,manufacturing
tableau_217,Elsevier,information technology & services,"technology, information and internet",healthcare
tableau_218,Florida International University,Higher Education,Education Administration Programs,Non-Profit Organizations
tableau_219,Advanced Info Service (AIS),telecommunications,"technology, information and internet",information technology & services
tableau_220,Federal Institute for Geosciences and Natural Resources (BGR),Government,Energy and Natural Resources,Research and Development
tableau_221,True Digital Group,Telecommunications,"Technology, Information and Internet",Business Consulting and Services
tableau_222,Pruksa,real estate,construction,software development
tableau_223,Uniper,energy,power generation,business intelligence
tableau_224,Bayer,health care,agriculture,pharmaceuticals
tableau_225,Transurban,"transportation, logistics, supply chain and storage",construction,software development
tableau_226,YIT,construction,business consulting and services,"technology, information and internet"
tableau_227,FREE NOW,"Technology, Information and Internet",Software Development,Information Technology & Services
tableau_228,Dentsu Aegis Network,advertising services,business consulting and services,"technology, information and internet"
tableau_229,DataOrbis,IT Services,Consulting,Software Development
tableau_230,carwow,"technology, information and internet",software development,business consulting and services
tableau_231,Coopers Brewery,business consulting and services,"technology, information and internet",food and beverage services
tableau_232,Garanti BBVA Bank,Financial Services,Banking,Corporate
tableau_233,Tokopedia,"Technology, Information and Internet",E-commerce,Software Development
tableau_234,Cigna,hospitals and health care,insurance,financial services
tableau_235,Tiket.com,travel,online travel agency,software development
tableau_236,Australian Financial Security Authority (AFSA),Financial Services,Government Agency,Regulatory
tableau_237,Emtek Group,Media,Advertising Services,"Technology, Information and Internet"
tableau_238,real.digital,"Technology, Information and Internet",Business Consulting and Services,Other
tableau_239,Bank Negara Indonesia (BNI),financial services,banking,technology
tableau_240,Greater Manchester Health and Social Care Partnership,hospitals and health care,business consulting and services,information technology & services
tableau_241,GetSmarter,Education Administration Programs,"Technology, Information and Internet",Business Consulting and Services
tableau_242,PEMCO Insurance,insurance,financial services,technology
tableau_243,Navig8 Group,shipping,"transportation, logistics, supply chain and storage",commercial pool management
tableau_244,AIA,financial services,insurance,healthcare
tableau_245,ICIS,Energy,Petrochemical,Fertilizers
tableau_246,Certis,security,facilities management,customer service
tableau_247,RollMaster,construction,software development,business consulting and services
tableau_248,Uniper,Energy,Financial Services,Technology
tableau_249,Airlines Reporting Corporation (ARC),Financial Services,Travel and Leisure,Information Technology
tableau_250,GOJEK,"Technology, Information and Internet",Software Development,Transportation
tableau_251,Wipro Limited,it services and it consulting,business consulting and services,information technology & services
tableau_252,Charles Schwab,financial services,retail,software development
tableau_253,WWF,non-profit organizations,conservation,environmental services
tableau_254,Affinity Education Group,education,technology,childcare
tableau_255,iflix,entertainment,technology,information and internet
tableau_256,de Bijenkorf,retail,luxury goods,premium products
tableau_257,Australian Institute of Health and Welfare (AIHW),hospitals and health care,"technology, information and internet",non-profit organizations
tableau_258,Bazaar247 MCommerce Pvt. Ltd.,it services and it consulting,retail,business consulting and services
tableau_259,National Health Service Improvement (NHSI),hospitals and health care,"technology, information and internet",non-profit organizations
tableau_260,Pfizer,hospitals and health care,financial services,"technology, information and internet"
tableau_261,Bajaj Finserv Limited,financial services,insurance,lending
tableau_262,Comair Limited,aviation,"transportation, logistics, supply chain and storage",airline industry
tableau_263,MoneySQ,financial services,"technology, information and internet",advertising services
tableau_264,Gammon Construction Limited,construction,engineering,other
tableau_265,Origin Energy,energy,financial services,consumer services
tableau_266,Seattle Cancer Care Alliance (SCCA),Hospitals and Health Care,Medical Practices,"Technology, Information and Internet"
tableau_267,Abercrombie & Fitch,Retail,Fashion,Apparel
tableau_268,PUBG Corporation,Software Development,Entertainment Providers,"Technology, Information and Internet"
tableau_269,Honeywell,"technology, information and internet",manufacturing,industrial machinery manufacturing
tableau_270,DNA,telecommunications,it services and it consulting,"technology, information and internet"
tableau_271,Hastee Pay,Financial Services,"Technology, Information and Internet",Software Development
tableau_272,AS Watson,retail,health and beauty,business and services
tableau_273,OVH,IT Services,Software Development,"Technology, Information and Internet"
tableau_274,Tennessee Department of Economic and Community Development (TNECD),government,public administration,business services
tableau_275,JPMorgan Chase & Co.,financial services,banking,technology
tableau_276,Box Plus Network,Media Production,Entertainment Providers,"Technology, Information and Internet"
tableau_277,Hoy AG,advertising services,"technology, information and internet",business consulting and services
tableau_278,ENTERTAINER,"Technology, Information and Internet",Business Consulting and Services,Entertainment Providers
tableau_279,Sony Music,Music,"Technology, Information and Internet",Entertainment Providers
tableau_280,Southwest Airlines,air transportation,travel services,transportation and logistics
tableau_281,Lufthansa Group,Aviation,Transportation,Logistics
tableau_282,NS BlueScope Coated Products,construction,manufacturing,building construction
tableau_283,Domain Group,Real Estate,"Technology, Information and Internet",Business Consulting and Services
tableau_284,Sysco,retail,food and beverage services,software development
tableau_285,REI,Retail,Other,Consumer Services
tableau_286,MA Assist,insurance,financial services,business consulting and services
tableau_287,Charles Schwab Corporation,financial services,business consulting and services,software development
tableau_288,CROSSMEDIA,advertising services,business consulting and services,"technology, information and internet"
tableau_289,Shiseido Japan Company Limited,retail,advertising services,cosmetics
tableau_290,OAC,business consulting and services,it services and it consulting,software development
tableau_291,Capgemini,IT Services and IT Consulting,Business Consulting and Services,Consulting
tableau_292,BluTV,"Technology, Information and Internet",Software Development,Entertainment Providers
tableau_293,Telefónica Deutschland,telecommunications,"technology, information and internet",financial services
tableau_294,Jonny Fresh,retail,textile cleaning service,logistics
tableau_295,CyberSecurity Malaysia,"Technology, Information and Internet",Information Technology & Services,Government Agency
tableau_296,HelloFresh,software development,food and beverage services,retail
tableau_297,Aon,Business Consulting and Services,Financial Services,Professional Training and Coaching
tableau_298,Eastern Alliance Trading Sdn Bhd,consumer services,retail,manufacturing
tableau_299,Department of Information Technology and Communication (DoIT&C),Information Technology & Services,Government,"Technology, Information and Internet"
tableau_300,PulsePoint Group,business consulting and services,advertising services,communications management
tableau_301,Gyeonggi Infectious Disease Control Center (GIDCC),non-profit,hospitals and health care,information technology & services
tableau_302,Handok,hospitals and health care,"technology, information and internet",medical practices
tableau_303,Novozymes,biotechnology,chemicals,life sciences
tableau_304,Pennine Care NHS Foundation Trust,Healthcare,Medical,Public Administration
tableau_305,LinkedIn,"Technology, Information and Internet",Software Development,Professional Services
tableau_306,Brown-Forman,financial services,spirits and wine,food and beverage manufacturing
tableau_307,Singapore Sports Institute,sports,government,education
tableau_308,Apoteket,retail,pharmaceuticals,healthcare
tableau_309,Lenovo,"Technology, Information and Internet",Information Technology & Services,Electronics
tableau_310,Porto Seguro,insurance,financial services,software development
tableau_311,GoDaddy,software development,"technology, information and internet",information technology & services
tableau_312,MYTOYS Group,Retail,Wholesale,Consumer Services
tableau_313,Yahoo! JAPAN,IT Services,"Technology, Information and Internet",Software Development
tableau_314,Panoramic Power,energy management,Internet of Things,cloud-based analytics
tableau_315,Box,Software Development,Information Technology & Services,Cloud Computing
tableau_316,Instituto Unibanco,non-profit organizations,education administration programs,financial services
tableau_317,GE Global Research,financial services,software development,"technology, information and internet"
tableau_318,Gannett,media,advertising services,human resources services
tableau_319,Zedi,oil and gas,energy,industrial
tableau_320,M-Net,Telecommunications,"Technology, Information and Internet",Information Technology & Services
tableau_321,Coca-Cola Bottling Company Consolidated (CCBCC),Consumer Services,Food and Beverage Manufacturing,Retail
tableau_322,H&Z,business consulting and services,management consultancy,other
tableau_323,Mobility Outreach International (MOi),hospitals and health care,non-profit organizations,business consulting and services
tableau_324,ASKUL Corporation,BtoC Company,EC Marketing Business Unit,Retail
tableau_325,PATH,Healthcare,Non-Profit,Medical Research
tableau_326,Department for International Development (DFID),non-profit organizations,government,humanitarian services
tableau_327,AMAG Pharmaceuticals,hospitals and health care,medical practices,financial services
tableau_328,Extrabom,retail,business consulting and services,software development
tableau_329,University of Georgia,higher education,business consulting and services,accounting
tableau_330,h&z,business consulting and services,management consultancy,other
tableau_331,Azul Linhas Areas,Transportation,Airlines,Logistics
tableau_332,University of Notre Dame,higher education,non-profit organizations,education administration programs
tableau_333,Hallmark,retail,business services,consumer goods
tableau_334,Randstad,staffing and recruiting,human resources services,business consulting and services
tableau_335,Conduent,IT Services,Business Consulting,Outsourcing
tableau_336,Örum Oy AB,automotive,parts,distributors
tableau_337,Honeywell,financial services,manufacturing,industrial machinery manufacturing
tableau_338,PAREXEL,software development,"technology, information and internet",information technology & services
tableau_339,WLW,B2B Marketplace,E-commerce,Business Intelligence
tableau_340,Dimagi,Business Consulting and Services,Software Development,Information Technology & Services
tableau_341,Equal Opportunity Schools (EOS),non-profit organizations,education administration programs,"technology, information and internet"
tableau_342,AmeriPride,Uniform Rental and Linen Supply,Manufacturing,Transportation
tableau_343,StriveTogether,Education,Non-profit,Business Consulting and Services
tableau_344,NetHope,non-profit organizations,"technology, information and internet",humanitarian
tableau_345,Washington Business Alliance,non-profit organizations,business consulting and services,public administration
tableau_346,Tableau Foundation,Business Consulting and Services,Software Development,"Technology, Information and Internet"
tableau_347,BookerZzz,travel arrangements,hospitality,software development
tableau_348,StriveTogether,non-profit organizations,education administration programs,business consulting and services
tableau_349,Win2Day,financial services,"technology, information and internet",software development
tableau_350,Damovo,IT Services and IT Consulting,Telecommunications,Business Communications
tableau_351,Minodes,Retail,Business Consulting and Services,"Technology, Information and Internet"
tableau_352,SA Ambulance Service,hospitals and health care,"technology, information and internet",business consulting and services
tableau_353,MillerCoors,food and beverage services,retail,consumer services
tableau_354,Masabi,Transportation,"Technology, Information and Internet",Software Development
tableau_355,ARM,software development,"technology, information and internet",information technology & services
tableau_356,Patent Information Promotion Center (PIPC),Business Consulting and Services,"Technology, Information and Internet",Non-Profit Organizations
tableau_357,Intro Group,retail,advisory services,travel and transportation
tableau_358,ORU Aquitaine,health care,IT services and IT consulting,business consulting and services
tableau_359,Cox Automotive,technology,information technology & services,financial services
tableau_360,Ubisoft,digital interactive entertainment,gaming,software development
tableau_361,Club Premier,retail,financial services,business consulting and services
tableau_362,ITESM,it services and it consulting,education administration programs,higher education
tableau_363,Nacional Financiera,financial services,business consulting and services,banking
tableau_364,University of Bielefeld,hospitals and health care,education administration programs,higher education
tableau_365,hetras,Hospitality,Software Development,"Technology, Information and Internet"
tableau_366,Rebelle,retail,advertising services,business consulting and services
tableau_367,Skyscanner,Travel,Technology,Software Development
tableau_368,Tableau,Business Consulting and Services,Software Development,Higher Education
tableau_369,Accenture,business consulting and services,it services and it consulting,financial services
tableau_370,CEA,"technology, information and internet",hospitals and health care,software development
tableau_371,Media Impact,advertising services,"technology, information and internet",media production
tableau_372,Beautiful Numbers,Business Consulting and Services,Software Development,Advertising Services
tableau_373,Heon Health OnLine,healthcare,biotechnology,medical
tableau_374,Synaltic Group,business consulting and services,information technology & services,other
tableau_375,Soundtrack Your Brand,"Technology, Information and Internet",Software Development,Music/Entertainment
tableau_376,Architecture & Performance,business consulting and services,design services,construction
tableau_377,KellyOCG,staffing and recruiting,human resources services,business consulting and services
tableau_378,La Poste,Transportation,Logistics,Postal Services
tableau_379,PepsiCo,Food and Beverage,Consumer Services,Retail
tableau_380,Skanska,construction,business consulting and services,industrial machinery manufacturing
tableau_381,Georgiou Group,construction,business consulting and services,real estate
tableau_382,Public Health Wales,hospitals and health care,"technology, information and internet",wellness and fitness services
tableau_383,Wellcome Trust Sanger Institute,"technology, information and internet",hospitals and health care,scientific research
tableau_384,Leppäkosken Sähkö,energy,utility,power
tableau_385,Surrey County Council,public administration,local government,non-profit organizations
tableau_386,Edge Digital,Technology,Advisory Services,Gaming
tableau_387,Cerebral Palsy Alliance,non-profit organizations,health care,human services
tableau_388,Bellevue University,higher education,education administration programs,non-profit organizations
tableau_389,Catholic Education Diocese of Parramatta,education,non-profit organizations,information technology and services
tableau_390,Canterbury District Health Board (DHB),hospitals and health care,healthcare,non-profit organizations
tableau_391,Audience Audit,business consulting and services,advertising services,market research
tableau_392,CRIF High Mark Information Services,Financial Services,Business Consulting and Services,Software Development
tableau_393,De Montfort University,higher education,education administration programs,business consulting and services
tableau_394,BlaBlaCar,software development,"technology, information and internet","transportation, logistics, supply chain and storage"
tableau_395,Premier,hospitals_and_health_care,business_services,software_development
tableau_396,InTouch Data,hospitality,software development,"technology, information and internet"
tableau_397,Marico,Consumer Goods,Adolescent Products,Personal Care
tableau_398,Wine,business consulting and services,software development,financial services
tableau_399,REA Group,technology,information,internet
tableau_400,Magazine Luiza,retail,business consulting and services,"technology, information and internet"
tableau_401,"California State University, Fresno",education,government,non-profit
tableau_402,Seagate,technology,information technology & services,manufacturing
tableau_403,iProperty.com,Real Estate,Business Services,Technology
tableau_404,Macfarlan Smith,pharmaceutical manufacturing,chemical manufacturing,fine chemicals and catalysts
tableau_405,eClerx,digital marketing,finance,telecommunications
tableau_406,Bombril,cleaning solutions,consumer goods,manufacturing
tableau_407,TUNE,Advertising Services,Software Development,Business Consulting and Services
tableau_408,Granite School District,Education,Non-Profit,Government
tableau_409,Feeding America,Non-profit organizations,Food and beverage services,Humanitarian services
tableau_410,Walmart,retail,business consulting and services,consumer services
tableau_411,Hudson,business consulting and services,human resources services,talent management consultancy
tableau_412,Cerved Group,business consulting and services,financial services,information technology & services
tableau_413,Timing,staffing and recruiting,human resources services,business consulting and services
tableau_414,FIAP,IT Services and IT Consulting,Software Development,Education Administration Programs
tableau_415,Cerner Corporation,hospitals and health care,software development,"technology, information and internet"
tableau_416,"Freescale Semiconductor, Inc.",Software Development,"Technology, Information and Internet",Electrical Manufacturing
tableau_417,Seattle Children's,hospitals and health care,medical practices,healthcare
tableau_418,Just Eat,food_and_beverage_services,technology,information_technology_&_services
tableau_419,Jet2,hospitality,travel arrangements,leisure
tableau_420,BJC HealthCare,hospitals and health care,"technology, information and internet",medical practices
tableau_421,Boston Scientific,Medical Practices,Hospitals and Health Care,Pharmaceuticals
tableau_422,24 ORE Group,media,publishing,business
tableau_423,Dwolla,Financial Services,Software Development,"Technology, Information and Internet"
tableau_424,Intellipharm,retail,healthcare,software development
tableau_425,Nanyang Polytechnic,Information Technology,Education,"Technology, Information and Internet"
tableau_426,MapCase,hospitality,software development,travel arrangements
tableau_427,Star Health and Allied Insurance Co Ltd.,financial services,insurance,healthcare
tableau_428,Alcatel-Lucent Shanghai Bell,Telecommunications,Information Technology,IT Services
tableau_429,Gulliver International,Retail,Automotive,Business Services
tableau_430,Groupon,online retail,e-commerce,software development
tableau_431,NTT DATA Corporation,it services and it consulting,information technology & services,software development
tableau_432,CyberAgent,technology,internet,advertising services
tableau_433,ConSol* Consulting & Solutions Software GmbH,IT Services and IT Consulting,Software Development,Consulting
tableau_434,Uplift Education,education_administration_programs,non_profit_organizations,higher_education
tableau_435,KORE Software,spectator sports,software development,business consulting and services
tableau_436,Pulse Mining Systems,Mining,Construction,Manufacturing
tableau_437,RedMart,retail,e-commerce,online grocery marketplace
tableau_438,Mibcon,business consulting and services,it services and it consulting,professional training and coaching
tableau_439,en-japan Inc.,staffing and recruiting,human resources services,business consulting and services
tableau_440,Katy Independent School District,education,government,non-profit
tableau_441,Oldcastle,construction,manufacturing,building products
tableau_442,Sophia University,higher education,education administration programs,non-profit organizations
tableau_443,Merkle,data-driven marketing agency,advertising services,business consulting and services
tableau_444,DARTSLIVE,"technology, information and internet",software development,advertising services
tableau_445,Bronto Skylift,manufacturing,aerospace,construction
tableau_446,Vpon,Advertising Services,Software Development,Information Technology & Services
tableau_447,Yellow Pages Canada,business,software development,information technology
tableau_448,Progressive,insurance,financial services,"technology, information and internet"
tableau_449,Grupo Gente,financial services,software development,business consulting and services
tableau_450,Home Center GooDay,Retail,Construction,Business Consulting
tableau_451,Peter Appel Transport,"transportation, logistics, supply chain and storage",business consulting and services,information technology & services
tableau_452,Wheaton Industries,Medical Equipment,Healthcare,Life Sciences
tableau_453,Banco Nacional,financial services,software development,technology
tableau_454,Arby's Restaurant Group,Retail,Food Service,Hospitality
tableau_455,Michigan Medicine,hospitals and health care,medical practices,healthcare
tableau_456,Ciena Corporation,technology,information technology,telecommunications
tableau_457,Tableau Software,software development,"technology, information and internet",business consulting and services
tableau_458,Paramount Enterprise,real estate,construction,business consulting and services
tableau_459,The Christie NHS Foundation Trust,hospitals and health care,healthcare,medical practices
tableau_460,The Information Lab,Information Technology & Services,Business Consulting & Services,IT Services
tableau_461,University of Birmingham,Higher Education,Education Administration Programs,"Technology, Information and Internet"
tableau_462,EP-Nuffic,education administration programs,business consulting and services,"technology, information and internet"
tableau_463,FastLane Automotive Intelligence (FLA),automotive,finance,business_intelligence
tableau_464,Cranfield University,"technology, information and internet",education administration programs,higher education
tableau_465,Polkomtel,telecommunications,mobile communications operators,financial services
tableau_466,Hult International Business School,business consulting and services,higher education,education administration programs
tableau_467,Playlab,Software Development,"Technology, Information and Internet",Business Consulting and Services
tableau_468,Magnum Group,Retail,Pharmaceuticals,Wholesaling
tableau_469,Ark,Education Administration Programs,Non-Profit Organizations,Higher Education
tableau_470,Tesla,Technology,Software Development,Manufacturing
tableau_471,EMC,it services and it consulting,software development,"technology, information and internet"
tableau_472,SuperData,"Technology, Information and Internet",Software Development,Business Consulting and Services
tableau_473,Neue Zürcher Zeitung (NZZ),Media,Publishing,News
tableau_474,Estamos Juntos,information technology,it services and it consulting,software development
tableau_475,Mediaschneider,advertising services,media production,information technology & services
tableau_476,ExxonMobil,oil and gas,energy,petroleum
tableau_477,Mappy,software development,business consulting and services,"technology, information and internet"
tableau_478,Decision Resources Group (DRG),Hospitals and Health Care,Business Consulting and Services,Medical Practices
tableau_479,Key Data Consulting,business consulting and services,data architecture,IT services
tableau_480,Tempero,business consulting and services,information technology & services,advertising services
tableau_481,Komerční banka,Financial Services,Banking,Finance
tableau_482,Erste Group Bank AG,financial services,banking,insurance
tableau_483,NHS Scotland,hospitals and health care,"technology, information and internet",information technology & services
tableau_484,EMC,IT Services,Software Development,"Technology, Information and Internet"
tableau_485,Evolytics,Business Consulting and Services,"Technology, Information and Internet",IT Services and IT Consulting
tableau_486,Gutefrage.net,advice,information services,software development
tableau_487,Ancestry.com,business consulting and services,"technology, information and internet",software development
tableau_488,Trunk Club,e-commerce,fashion,retail
tableau_489,Indiana University (IU) and Santa Barbara Community College (SBCC),Higher Education,Education Administration Programs,Business Intelligence
tableau_490,Zattoo,"technology, information and internet",software development,internet TV/TV streaming provider
tableau_491,Piedmont Healthcare,hospitals and health care,business consulting and services,software development
tableau_492,Tableau,"Technology, Information and Internet",Business Intelligence,Data Visualization
tableau_493,University of Western Sydney,higher education,education administration programs,business consulting and services
tableau_494,Aeria Games,Software Development,"Technology, Information and Internet",Information Technology & Services
tableau_495,Stylight,Retail,"Technology, Information and Internet",Advertising Services
tableau_496,Kreditech Group,Financial Services,"Technology, Information and Internet",Business Consulting and Services
tableau_497,Bridgei2i,business consulting and services,it services and it consulting,software development
tableau_498,AeroMéxico,air transportation,logistics,travel services
tableau_499,SYSTEX Corporation,it services and it consulting,business consulting and services,"technology, information and internet"
tableau_500,amaysim,"Technology, Information and Internet",Software Development,Information Technology & Services
tableau_501,Aer Lingus,airlines,transportation,financial services
tableau_502,Secretaría de Educación Pública (SEP),IT Services and IT Consulting,Education Administration Programs,Government
tableau_503,Elaura,business consulting and services,professional training and coaching,human resources services
tableau_504,,Business Consulting and Services,Software Development,Financial Services
tableau_505,Dentsu,advertising services,business consulting and services,"technology, information and internet"
tableau_506,HotelQuickly,travel,accommodation,hospitality
tableau_507,Multimedios Redes,telecommunications,information technology,software development
tableau_508,Strike,oil and gas,energy services,construction
tableau_509,King Abdullah City for Atomic and Renewable Energy (KACARE),higher education,"technology, information and internet",non-profit organizations
tableau_510,Spil Games,Software Development,Entertainment Providers,Mobile Games
tableau_511,Vente-Exclusive,Retail,E-commerce,Technology
tableau_512,MainPower,energy,utility,electricity_distribution
tableau_513,Sager Creek Vegetable Company (Sager Creek),Food and Beverage Manufacturing,Manufacturing,Consumer Services
tableau_514,Truestar,advertising services,business consulting and services,information technology & services
tableau_515,Pulse Mining Systems,erp,software development,manufacturing
tableau_516,Gaming Company,Software Development,"Technology, Information and Internet",Entertainment Providers
tableau_517,Homecare Homebase,hospitals and health care,medical practices,healthcare
tableau_518,University of the Incarnate Word,Education Administration Programs,Higher Education,Business Consulting and Services
tableau_519,Intellipharm,pharmaceutical,business intelligence,data analysis
tableau_520,BizReach,"technology, information and internet",business consulting and services,media production
tableau_521,GLADD K.K.,retail,consumer services,fashion
tableau_522,Rakuten,Travel,"Technology, Information and Internet",Business Consulting and Services
tableau_523,Goodwill Education Initiatives,education,non-profit organizations,higher education
tableau_524,AstraFox,IT Services,Business Consulting,"Technology, Information and Internet"
tableau_525,Gensler,architecture and planning,design services,professional services
tableau_526,BANDAI NAMCO Entertainment Inc.,entertainment,software development,technology
tableau_527,City of Tallahassee,Government,Public Services,Utilities
tableau_528,"Eveready Industries India, Ltd",Manufacturing,Consumer Goods,Electronics
tableau_529,UBM Asia,Business Consulting and Services,Events Services,Information Technology & Services
tableau_530,Marchex,advertising services,"technology, information and internet",software development
tableau_531,Hassett Willis Company (HWC),business consulting and services,professional training and coaching,"technology, information and internet"
tableau_532,United Way of the Bay Area,Non-profit,Healthcare,Social Services
tableau_533,Ashok Leyland,Motor Vehicle Manufacturing,Commercial Vehicles,"Transportation, Logistics, Supply Chain and Storage"
tableau_534,Watts Water Technologies,construction,plumbing and heating,water quality solutions
tableau_535,Shanghai University of Finance and Economics (SUFE),Education Administration Programs,Higher Education,Business Consulting and Services
tableau_536,LeanKit,Software Development,Business Consulting and Services,Information Technology & Services
tableau_537,Texas Rangers,Sports,Entertainment,Stadium Operations
tableau_538,Stanley Healthcare,hospitals and health care,"technology, information and internet",software development
tableau_539,Tableau,Education,Software development,"Technology, information and internet"
tableau_540,Tableau,education,technology,business
tableau_541,University Health System,hospitals and health care,medical practices,healthcare
tableau_542,IntelliAd,Advertising Services,"Technology, Information and Internet",Software Development
tableau_543,Real World Retail,retail,business consulting and services,software development
tableau_544,Google,Technology,Software,Information Technology
tableau_545,DataSift,Information Technology,Business Services,Software Development
tableau_546,Manufacturing,manufacturing,business consulting and services,industrial machinery manufacturing
tableau_547,Forest Rim,Software Development,Business Consulting and Services,"Technology, Information and Internet"
tableau_548,Bussan Auto Finance (BAF),Financial Services,Motorcycle Financing,Business Intelligence
tableau_549,Metro,retail,wholesale,business consulting and services
tableau_550,Blueocean Market Intelligence,retail,business consulting and services,analytics and insights provider
tableau_551,TRR Securitias,insurance,business consulting and services,financial services
tableau_552,Virgin Care,hospitals and health care,business consulting and services,"technology, information and internet"
tableau_553,Bolton Wanderers Football Club,sports,football,entertainment providers
tableau_554,Medical Informatics Consultant,hospitals and health care,business consulting and services,medical practices
tableau_555,ModCloth,Retail,E-commerce,Fashion
tableau_556,Texas Rangers,spectator sports,entertainment providers,sports and recreation
tableau_557,Brooklyn Public Library,libraries,non-profit organizations,public services
tableau_558,Teradata,Big Data,IT Services,Software Development
tableau_559,University of Western Sydney (UWS),education,higher education,non-profit organizations
tableau_560,SOTEC,retail,business consulting and services,"technology, information and internet"
tableau_561,TNP2K,Non-Profit Organization,Government,Social Services
tableau_562,PharmaSecure,healthcare,technology and software,medical services
tableau_563,Schneider & Wulf,IT Services,Business Consulting,Consulting
tableau_564,Far EasTone Telecommunications,Telecommunications,Information Technology,Services
tableau_565,Not mentioned,Business Consulting and Services,Financial Services,Professional Training and Coaching
tableau_566,N/A,Other,Financial Services,Accounting
tableau_567,Tableau,software development,financial services,"technology, information and internet"
tableau_568,Allrecipes,Food and Beverage Services,"Technology, Information and Internet",Advertising Services
tableau_569,Provincie Zuid,business consulting and services,government,public administration
tableau_570,,Business Consulting and Services,"Technology, Information and Internet",Software Development
tableau_571,Arauco,Manufacturing,Construction,Food and Beverage
tableau_572,DIRECTV Colombia,information technology,software development,financial services
tableau_573,Cisco,IT Services,Software Development,Technology
tableau_574,BackSpace,Business Consulting and Services,IT Services and IT Consulting,"Technology, Information and Internet"
tableau_575,Southern Methodist University (SMU),retail,education administration programs,business consulting and services
tableau_576,Shopitize,retail,"technology, information and internet",software development
tableau_577,InterWorks,IT Services,Software Development,Business Intelligence
tableau_578,MarkLogic,Technology,Business Intelligence,Software Development
tableau_579,The Information Lab,IT services and IT consulting,Business Consulting and Services,"Technology, Information and Internet"
tableau_580,Infotopics,business consulting and services,"technology, information and internet",information technology & services
tableau_581,mobil.de,"Technology, Information and Internet",Automotive,Software Development
tableau_582,Aeria Games,"Technology, Information and Internet",Software Development,Entertainment Providers
tableau_583,Disque Denúncia,non-profit organizations,social cooperation,public services
tableau_584,Pague Menos,Retail,Business Services,Pharmacy
tableau_585,Lift12,Retail,Fashion,Apparel
tableau_586,SportsBet,Financial Services,"Technology, Information and Internet",Entertainment Providers
tableau_587,Tableau,Business Consulting and Services,Information Technology & Services,Software Development
tableau_588,"Troy Forster, SPOT Manager",health care,education administration programs,information technology & services
tableau_589,Inivio,Data-Driven Marketing,Analytics,Database marketing agency
tableau_590,Anomaly,advertising services,business consulting and services,media production
tableau_591,Oi,Telecommunications,Information Technology,Business Intelligence
tableau_592,Mater Health Services,hospitals and health care,non-profit organizations,medical practices
tableau_593,Goodwill Education Initiatives of Indiana,non-profit,education,adult education
tableau_594,GameFly,Software Development,"Technology, Information and Internet",Entertainment Providers
tableau_595,Healthcare organization,Hospitals and health care,"Technology, information and internet",Medical practices
tableau_596,Piedmont Healthcare,hospitals and health care,medical practices,"technology, information and internet"
tableau_597,World Wide Technologies (WWT),IT Services and IT Consulting,"Technology, Information and Internet",Business Consulting and Services
tableau_598,Intermountain Healthcare,hospitals and health care,medical practices,healthcare
tableau_599,Taiwan Institute for Information Industry (III),Technology,Information,Internet
tableau_600,InsideTrack,higher education,professional training and coaching,business consulting and services
tableau_601,Tantus Technologies (Tantus),it services and it consulting,information technology,management consulting
tableau_602,SC Campaign,non-profit organizations,hospitals and health care,"technology, information and internet"
tableau_603,Health Media Collaboratory,hospitals and health care,"technology, information and internet",non-profit organizations
tableau_604,Marico,Consumer Services,FMCG (Fast-Moving Consumer Goods),Beauty and Wellness
tableau_605,US Federal Agency,Government,Non-profit,Public Services
tableau_606,Silver Fern Farms,Agriculture,Food Processing,Manufacturing
tableau_607,Advocate Health Care,hospitals and health care,medical practices,"technology, information and internet"
tableau_608,St. George's Healthcare NHS Trust,hospitals and health care,"technology, information and internet",information services
tableau_609,Copa Airlines,airline industry,transportation and logistics,travel services
tableau_610,Celebration Health,hospitals and health care,"technology, information and internet",medical practices
tableau_611,Cobalt,software development,it services and it consulting,business consulting and services
tableau_612,Progressive Group of Insurance Companies,financial services,insurance,"technology, information and internet"
tableau_613,Consumer Orbit,consumer services,advertising services,business consulting and services
tableau_614,USEReady,financial,healthcare,media & entertainment
tableau_615,Attivio,business consulting and services,software development,"technology, information and internet"
tableau_616,Seagate,"Technology, Information and Internet",Software Development,Hardware Manufacturing
tableau_617,Rosetta Stone,software development,education administration programs,"technology, information and internet"
tableau_618,Kilwins,Food and Beverage,Retail,Confectionery
tableau_619,One Kings Lane,retail,"technology, information and internet",consumer services
