story_id,company_name,company_org,industry_1,industry_2,industry_3,industry_4
tableau_74,online psb loans limited,online psb loans,financial services,lending fintech,fintech,Financial And Insurance Activities
tableau_75,egged transportation ltd.,egged transportation ,public transportation,transportation,logistics,PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY
tableau_76,ilias,ilias solutions,it services,software development,"technology, information and internet","Professional, Scientific and Technical Activities"
tableau_77,rbc wealth management u.s.,rbc wealth management,financial services,wealth management,banking,Financial And Insurance Activities
tableau_78,"merck kgaa, darmstadt, germany","merck kgaa, darmstadt, germany",life science,healthcare,electronics,OTHER SERVICE ACTIVITIES
tableau_79,united states olympic & paralympic committee (usopc),united states olympic & paralympic committee,non-profit organizations,sports,other,Administrative and Support Service Activities
tableau_80,salesforce,salesforce,financial services,"technology, information and internet",business consulting and services,Financial And Insurance Activities
tableau_81,keybank,keybank,financial services,retail,commercial banking,Financial And Insurance Activities
tableau_82,sompo holdings (asia) pte. ltd.,sompo thailand,insurance,financial services,property and casualty insurance,Financial And Insurance Activities
tableau_83,carro,carro singapore,software development,financial services,"technology, information and internet",Information And Communication
tableau_84,nippon gases,nippon gases ,industrial gases,chemicals and pharmaceuticals,energy,Manufacturing
tableau_85,zuellig pharma,zuellig pharma singapore,hospitals and health care,"technology, information and internet",medical practices,Human Health And Social Work Activities
tableau_86,pt link net tbk,link net indonesia,"technology, information and internet",information technology & services,telecommunications,Information And Communication
tableau_87,policylink,policylink logo,non-profit organizations,business consulting and services,public policy,Administrative and Support Service Activities
tableau_88,otp bank romania,otp bank romania ,financial services,banking,insurance,Financial And Insurance Activities
tableau_89,ocado retail,ocado,retail,"technology, information and internet",food and beverage services,Wholesale And Retail Trade
tableau_90,amstelring,amstelring,healthcare,medical,nursing,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES
tableau_91,idbs,idbs,biopharma,software development,"technology, information and internet",MANUFACTURING
tableau_92,the 1,the 1,retail,"technology, information and internet",business consulting and services,Wholesale And Retail Trade
tableau_93,progressive insurance,progressive insurance,financial services,insurance,"technology, information and internet",Financial And Insurance Activities
tableau_94,"hitachi solutions, ltd.",hitachi solutions,it services and it consulting,information technology & services,"technology, information and internet","Professional, Scientific and Technical Activities"
tableau_95,midea,midea,"appliances, electrical, and electronics manufacturing",home appliance,consumer goods,Manufacturing
tableau_96,sc asset,sc asset,real estate,construction,business consulting and services,Real Estate Activities
tableau_97,jaguar land rover,jaguar land rover,motor vehicle manufacturing,retail and automotive industry,manufacturing,Manufacturing
tableau_98,"mizuho bank, ltd.",mizuho bank,financial services,banking,financial,Financial And Insurance Activities
tableau_99,yves rocher,yves rocher,retail,cosmetics,consumer services,Wholesale And Retail Trade
tableau_100,fujifilm corporation,fujifilm imaging systems,"technology, information and internet",consumer services,photography,Information And Communication
tableau_101,kioxia group,kioxia iwate corporation,semiconductor manufacturing,electronics,technology,Manufacturing
tableau_102,bmw group asia,bmw group asia,business consulting and services,automotive,transportation,"Professional, Scientific and Technical Activities"
tableau_103,seattle seahawks,seattle seahawks,sports,entertainment,non-profit,"Arts, Entertainment and Recreation"
tableau_104,yorkshire building society,yorkshire building society,financial services,retail,business consulting and services,Financial And Insurance Activities
tableau_105,mcdonald's,mcdonald’s,retail,food and beverage services,restaurants,Wholesale And Retail Trade
tableau_106,university of utah health,university of utah health,hospitals and health care,healthcare,medical practices,Human Health And Social Work Activities
tableau_107,carsome,carsome,"technology, information and internet",software development,consumer services,Information And Communication
tableau_108,university of texas at austin,university of texas - austin,higher education,"technology, information and internet",education administration programs,Education
tableau_109,duke university health systems,duke health,hospitals and health care,"technology, information and internet",higher education,Human Health And Social Work Activities
tableau_110,belcorp,belcorp,beauty,consumer goods,retail,WHOLESALE AND RETAIL TRADE
tableau_111,jll,blank customer,real estate,business consulting and services,construction,Real Estate Activities
tableau_112,z holdings,blank customer,"technology, information and internet",information technology & services,software development,Information And Communication
tableau_113,tableau,blank customer,"technology, information and internet",business consulting and services,software development,Information And Communication
tableau_114,kdan mobile software ltd.,kdan mobile,software development,"technology, information and internet",information technology & services,Information And Communication
tableau_115,vicinity centres,vicinity centres ,retail,real estate,property management,Wholesale And Retail Trade
tableau_116,freee,freee 会計,software development,"technology, information and internet",business consulting and services,Information And Communication
tableau_117,tdk group,tdk corporation,technology,electronics,manufacturing,Information And Communication
tableau_118,telefónica,telefónica tech,telecommunications,information technology & services,business consulting and services,Information and Communication
tableau_119,griffith university,griffith university,higher education,"technology, information and internet",research and development,Education
tableau_120,zeotap,zeotap,data,technology,advertising,INFORMATION AND COMMUNICATION
tableau_121,sysco,sysco labs,food service,logistics,retail,ACCOMMODATION AND FOOD SERVICE ACTIVITIES
tableau_122,punchh,punchh,retail,software development,business consulting and services,Wholesale And Retail Trade
tableau_123,anadolu sigorta,anadolu sigorta,insurance,financial services,business consulting and services,Financial And Insurance Activities
tableau_124,basware,basware,financial services,software development,business consulting and services,Financial And Insurance Activities
tableau_125,university of kentucky (uky),university of kentucky ,higher education,business consulting and services,education administration programs,Education
tableau_126,prospitalia h-trak,prospitalia h-trak,hospitality,healthcare,medical practices,Administrative and Support Service Activities
tableau_127,invites healthcare,"invites healthcare co., ltd",hospitals and health care,"technology, information and internet",software development,Human Health And Social Work Activities
tableau_128,engie,engie,energy,utilities,construction,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY"
tableau_129,dfi retail group,dairy farm group,retail,business consulting and services,software development,Wholesale And Retail Trade
tableau_130,splunk,splunk inc.,it services,software development,"technology, information and internet","Professional, Scientific and Technical Activities"
tableau_131,vend,vend,retail,software development,business consulting and services,Wholesale And Retail Trade
tableau_132,bridgestone,bridgestone,manufacturing,automotive,tire manufacturing,Manufacturing
tableau_133,bmw group germany,bmw,motor vehicle manufacturing,financial services,consumer services,Manufacturing
tableau_134,konica minolta,konica minolta japan,"technology, information and internet",professional printing,healthcare,Information And Communication
tableau_135,belcorp,belcorp,beauty and cosmetics,"technology, information and internet",business consulting and services,WHOLESALE AND RETAIL TRADE
tableau_136,faw-volkswagen automotive co. ltd.,faw volkswagen,motor vehicle manufacturing,manufacturing,automotive,Manufacturing
tableau_137,mahindra finance,mahindra finance,financial services,non-banking financial company,business intelligence,Financial And Insurance Activities
tableau_138,gatwick airport,gatwick airport,transportation,travel,air transport,Transportation and Storage
tableau_139,sequis life,sequis life,insurance,financial services,healthcare,Financial And Insurance Activities
tableau_140,swisscom,swisscom,telecommunications,it services and it consulting,information technology & services,Information and Communication
tableau_141,department of disease control (ddc),department of disease control thailand,healthcare,government,public services,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES
tableau_142,new zealand electricity authority,electricity authority,energy,utilities,public administration,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY"
tableau_143,quandoo,quandoo,software development,food and beverage services,"technology, information and internet",Information And Communication
tableau_144,paigo,paigo,business consulting and services,debt collection,finance,"Professional, Scientific and Technical Activities"
tableau_145,emami,emami limited,hospitals and health care,personal care and healthcare,business consulting and services,Human Health And Social Work Activities
tableau_146,hankook tire & technology,hankook tire,manufacturing,"technology, information and internet",automotive,Manufacturing
tableau_147,"cofco coca-cola beverage co., ltd.",cofco coca cola,retail,food and beverage,software development,Wholesale And Retail Trade
tableau_148,dtdc,dtdc,other,,,Other
tableau_149,telia,telia,telecommunications,"technology, information and internet",information technology & services,Information and Communication
tableau_150,verizon,verizon communications,telecommunications,"technology, information and internet",information technology & services,Information and Communication
tableau_151,mitsui leasing,mitsui leasing,financial services,automotive,leasing,Financial And Insurance Activities
tableau_152,zigbang,zigbang new,real estate,financial services,business consulting and services,Real Estate Activities
tableau_153,sos international,sos international,insurance,financial services,travel and tourism,Financial And Insurance Activities
tableau_154,signet jewelers,signet jewelers,retail,jewelry,consumer services,Wholesale And Retail Trade
tableau_155,national trust,national trust,non-profit organizations,business consulting and services,hospitals and health care,Administrative and Support Service Activities
tableau_156,oneflare,oneflare,business services,software development,marketplace,"Professional, Scientific and Technical Activities"
tableau_157,municipality of nijmegen,municipality of nijmegen,government,public administration,local government,PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY
tableau_158,state of indiana management performance hub (mph),state of indiana,government,non-profit,public administration,PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY
tableau_159,kb kookmin bank,koommin kb bank,financial services,banking,finance,Financial And Insurance Activities
tableau_160,accor,company name not found,hospitality,business consulting and services,software development,Administrative and Support Service Activities
tableau_161,siam kubota corporation,kubota,construction,farming equipment,manufacturing,Construction
tableau_162,wolseley canada,wolseley canada,construction,business consulting and services,other,Construction
tableau_163,specialized bicycle components,specialized bicycles components,technology,software development,retail,Information And Communication
tableau_164,vanguard charitable,vanguard charitable,non-profit organizations,financial services,software development,Administrative and Support Service Activities
tableau_165,world economic forum (wef),the world economic forum (wef),non-profit organizations,business consulting and services,international organization,Administrative and Support Service Activities
tableau_166,dubai airports,dubai airports,air transportation,aviation,travel and tourism,TRANSPORTATION AND STORAGE
tableau_167,austrian airlines ag,austrian airlines,transportation,airline industry,aviation,Transportation and Storage
tableau_168,united utilities,united utilities ,water and wastewater services,utility,energy consumption,"WATER SUPPLY; SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES"
tableau_169,abn amro clearing,abn amro clearing,financial services,banking and financial institutions,clearing and settlement,Financial And Insurance Activities
tableau_170,criteo s.a.,criteo,advertising services,"technology, information and internet",information technology & services,"Professional, Scientific and Technical Activities"
tableau_171,edf energy,edf energy,energy,utilities,financial services,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY"
tableau_172,nyc health + hospitals, tableau user group,hospitals and health care,"technology, information and internet",medical practices,Human Health And Social Work Activities
tableau_173,experian,experian,financial services,"technology, information and internet",business consulting and services,Financial And Insurance Activities
tableau_174,zalora,tableau beginner session for wells fargo,retail,"technology, information and internet",software development,Wholesale And Retail Trade
tableau_175,jakarta smart city,tableau product roadmap briefing,government,public administration,data analytics,PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY
tableau_176,purplecloud technologies,purplecloud technologies,hospitality,software development,"technology, information and internet",Administrative and Support Service Activities
tableau_177,united states agency for international development (usaid),usaid,non-profit organizations,hospitals and health care,government,Administrative and Support Service Activities
tableau_178,bank mandiri,pt bank mandiri (persero) tbk,financial services,banking and financial,financial institution,Financial And Insurance Activities
tableau_179,castor,castor edc,medical_device,biotech,academic_research,Manufacturing
tableau_180,cellrebel,cellrebel,b2b,business intelligence,telecommunications,OTHER SERVICE ACTIVITIES
tableau_181,clorce,wsparcie dla szpitala,it services and it consulting,software development,business consulting and services,"Professional, Scientific and Technical Activities"
tableau_182,everton football club,everton fc,sports,football,professional services,"Arts, Entertainment and Recreation"
tableau_183,community medical centers,community medical centers,hospitals and health care,non-profit organizations,medical practices,Human Health And Social Work Activities
tableau_184,landal greenparks,landal greenparks,hospitality,travel arrangements,retail,Administrative and Support Service Activities
tableau_185,gyeonggi infectious disease control center (gidcc),gyeonggi infectious disease control center,hospitals and health care,"technology, information and internet",medical practices,Human Health And Social Work Activities
tableau_186,tableau,government of tunisia,"technology, information and internet",business consulting and services,it services and it consulting,Information And Communication
tableau_187,deutsche bahn group,db systel,transportation,it services and it consulting,business consulting and services,Transportation and Storage
tableau_188,tt docomo,ntt docomo ,"technology, information and internet",,,Information And Communication
tableau_189,satsure,satsure,business consulting and services,software development,"transportation, logistics, supply chain and storage","Professional, Scientific and Technical Activities"
tableau_190,uchicago medicine,uchicago medicine,hospitals and health care,"technology, information and internet",medical practices,Human Health And Social Work Activities
tableau_191,henkel,henkel ,chemical,consumer goods,adhesives,MANUFACTURING
tableau_192,whole foods market,whole foods market,retail,food and beverage services,business consulting and services,Wholesale And Retail Trade
tableau_193,carrot health,carrot health,healthcare,software development,data analytics,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES
tableau_194,tvs credit,tvs credit,financial services,non- banking financial company,consumer finance,Financial And Insurance Activities
tableau_195,usaa,usaa,financial services,insurance,"technology, information and internet",Financial And Insurance Activities
tableau_196,st. mary's bank,st. mary's bank,financial services,banking,credit union,Financial And Insurance Activities
tableau_197,aon,aon,professional services,insurance,business consulting and services,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
tableau_198,wellcome,wellcome,non-profit organizations,healthcare,financial services,Administrative and Support Service Activities
tableau_199,swiss life,swiss life ,insurance,financial services,asset management,Financial And Insurance Activities
tableau_200,rugby australia,rugby australia ltd,spectator sports,sports,other,"Arts, Entertainment and Recreation"
tableau_201,e.on,e.on,energy,electricity,utilities,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY"
tableau_202,neowiz,"neowiz co., ltd",software development,"technology, information and internet",game development,Information And Communication
tableau_203,marysville exempted village school district,marysville exempted village school district,education administration programs,higher education,hospitals and health care,Education
tableau_204,tesco,tesco uki,retail,consumer services,food and beverage services,Wholesale And Retail Trade
tableau_205,nissan,nissan,technology,automotive,motor vehicle manufacturing,Information And Communication
tableau_206,siemens ag,siemens ag,"technology, information, and internet",industrial machinery manufacturing,engineering,Information And Communication
tableau_207,region midtjylland (region midt),region midtjylland,hospitals and health care,business consulting and services,public administration,Human Health And Social Work Activities
tableau_208,measured,measured,advertising services,software development,"technology, information and internet","Professional, Scientific and Technical Activities"
tableau_209,el al,el al,transportation,aerospace,aviation,Transportation and Storage
tableau_210,united nations world food programme (wfp),world food programme,non-profit organizations,humanitarian services,food and beverage services,Administrative and Support Service Activities
tableau_211,luxoft,luxoft,it services and it consulting,software development,"technology, information and internet","Professional, Scientific and Technical Activities"
tableau_212,polysphere,polysphere,commercial mining,data analytics,software development,MINING AND QUARRYING
tableau_213,seera group,seera group,travel and tourism,it services and it consulting,business consulting and services,Administrative and Support Service Activities
tableau_214,guy's and st thomas' charity,guy's and st thomas' charity,non-profit organizations,hospitals and health care,medical practices,Administrative and Support Service Activities
tableau_215,coca-cola european partners,coca-cola european partners,food and beverage services,retail,"technology, information and internet",Accommodation and Food Service Activities
tableau_216,"mondelz international, inc.",mondelez international,food and beverage services,consumer services,manufacturing,Accommodation and Food Service Activities
tableau_217,elsevier,elsevier,information technology & services,"technology, information and internet",healthcare,"Professional, Scientific and Technical Activities"
tableau_218,florida international university,florida international university,higher education,education administration programs,non-profit organizations,Education
tableau_219,advanced info service (ais),advanced info service public company limited,telecommunications,"technology, information and internet",information technology & services,Information and Communication
tableau_220,federal institute for geosciences and natural resources (bgr),bundesanstalt für geowissenschaften und rohstoffe,government,energy and natural resources,research and development,PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY
tableau_221,true digital group,true digital,telecommunications,"technology, information and internet",business consulting and services,Information and Communication
tableau_222,pruksa,pruksa real estate public company limited,real estate,construction,software development,Real Estate Activities
tableau_223,uniper,uniper ,energy,power generation,business intelligence,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY"
tableau_224,bayer,bayer healthcare china,health care,agriculture,pharmaceuticals,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES
tableau_225,transurban,transurban,"transportation, logistics, supply chain and storage",construction,software development,Transportation and Storage
tableau_226,yit,yit,construction,business consulting and services,"technology, information and internet",Construction
tableau_227,free now,freenow,"technology, information and internet",software development,information technology & services,Information And Communication
tableau_228,dentsu aegis network,dentsu aegis ,advertising services,business consulting and services,"technology, information and internet","Professional, Scientific and Technical Activities"
tableau_229,dataorbis,image,it services,consulting,software development,"Professional, Scientific and Technical Activities"
tableau_230,carwow,carwow,"technology, information and internet",software development,business consulting and services,Information And Communication
tableau_231,coopers brewery,coopers brewery,business consulting and services,"technology, information and internet",food and beverage services,"Professional, Scientific and Technical Activities"
tableau_232,garanti bbva bank,garanti bank ,financial services,banking,corporate,Financial And Insurance Activities
tableau_233,tokopedia,tokopedia,"technology, information and internet",e-commerce,software development,Information And Communication
tableau_234,cigna,cigna,hospitals and health care,insurance,financial services,Human Health And Social Work Activities
tableau_235,tiket.com,tiket.com,travel,online travel agency,software development,Administrative and Support Service Activities
tableau_236,australian financial security authority (afsa),australian financial security authority,financial services,government agency,regulatory,Financial And Insurance Activities
tableau_237,emtek group,emtek group,media,advertising services,"technology, information and internet","ARTS, ENTERTAINMENT AND RECREATION"
tableau_238,real.digital,real.digital,"technology, information and internet",business consulting and services,other,Information And Communication
tableau_239,bank negara indonesia (bni),bank negara indonesia,financial services,banking,technology,Financial And Insurance Activities
tableau_240,greater manchester health and social care partnership,greater manchester health and social care partnership,hospitals and health care,business consulting and services,information technology & services,Human Health And Social Work Activities
tableau_241,getsmarter,getsmarter,education administration programs,"technology, information and internet",business consulting and services,Education
tableau_242,pemco insurance,pemco insurance,insurance,financial services,technology,Financial And Insurance Activities
tableau_243,navig8 group,navig8 group,shipping,"transportation, logistics, supply chain and storage",commercial pool management,Transportation and Storage
tableau_244,aia,aia singapore,financial services,insurance,healthcare,Financial And Insurance Activities
tableau_245,icis,icis,energy,petrochemical,fertilizers,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY"
tableau_246,certis,certis group,security,facilities management,customer service,Transportation and Storage
tableau_247,rollmaster,rollmaster software,construction,software development,business consulting and services,Construction
tableau_248,uniper,uniper ,energy,financial services,technology,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY"
tableau_249,airlines reporting corporation (arc),airlines reporting corporation,financial services,travel and leisure,information technology,Financial And Insurance Activities
tableau_250,gojek,gojek,"technology, information and internet",software development,transportation,Information And Communication
tableau_251,wipro limited,wipro limited,it services and it consulting,business consulting and services,information technology & services,"Professional, Scientific and Technical Activities"
tableau_252,charles schwab,charles schwab,financial services,retail,software development,Financial And Insurance Activities
tableau_253,wwf,world wildlife fund ,non-profit organizations,conservation,environmental services,Administrative and Support Service Activities
tableau_254,affinity education group,affinity education group,education,technology,childcare,Education
tableau_255,iflix,iflix,entertainment,technology,information and internet,"Arts, Entertainment and Recreation"
tableau_256,de bijenkorf,de bijenkorf,retail,luxury goods,premium products,Wholesale And Retail Trade
tableau_257,australian institute of health and welfare (aihw),australian institute of health and welfare,hospitals and health care,"technology, information and internet",non-profit organizations,Human Health And Social Work Activities
tableau_258,bazaar247 mcommerce pvt. ltd.,bazaar247 mcommerce pvt. ltd.,it services and it consulting,retail,business consulting and services,"Professional, Scientific and Technical Activities"
tableau_259,national health service improvement (nhsi),nhs improvement ,hospitals and health care,"technology, information and internet",non-profit organizations,Human Health And Social Work Activities
tableau_260,pfizer,company name not found,hospitals and health care,financial services,"technology, information and internet",Human Health And Social Work Activities
tableau_261,bajaj finserv limited,bajaj finserv,financial services,insurance,lending,Financial And Insurance Activities
tableau_262,comair limited,comair limited,aviation,"transportation, logistics, supply chain and storage",airline industry,TRANSPORTATION AND STORAGE
tableau_263,moneysq,moneysq.com,financial services,"technology, information and internet",advertising services,Financial And Insurance Activities
tableau_264,gammon construction limited,gammon construction limited,construction,engineering,other,Construction
tableau_265,origin energy,origin,energy,financial services,consumer services,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY"
tableau_266,seattle cancer care alliance (scca),seattle cancer care alliance,hospitals and health care,medical practices,"technology, information and internet",Human Health And Social Work Activities
tableau_267,abercrombie & fitch,abercrombie & fitch,retail,fashion,apparel,Wholesale And Retail Trade
tableau_268,pubg corporation,pubg corporation,software development,entertainment providers,"technology, information and internet",Information And Communication
tableau_269,honeywell,honeywell,"technology, information and internet",manufacturing,industrial machinery manufacturing,Information And Communication
tableau_270,dna,dna,telecommunications,it services and it consulting,"technology, information and internet",Information and Communication
tableau_271,hastee pay,hastee pay ,financial services,"technology, information and internet",software development,Financial And Insurance Activities
tableau_272,as watson,as watson,retail,health and beauty,business and services,Wholesale And Retail Trade
tableau_273,ovh,ovh,it services,software development,"technology, information and internet","Professional, Scientific and Technical Activities"
tableau_274,tennessee department of economic and community development (tnecd),state of tennessee ,government,public administration,business services,PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY
tableau_275,jpmorgan chase & co.,jpmorgan chase,financial services,banking,technology,Financial And Insurance Activities
tableau_276,box plus network,box plus,media production,entertainment providers,"technology, information and internet",Information and Communication
tableau_277,hoy ag,hoy ag,advertising services,"technology, information and internet",business consulting and services,"Professional, Scientific and Technical Activities"
tableau_278,entertainer,the entertainer,"technology, information and internet",business consulting and services,entertainment providers,Information And Communication
tableau_279,sony music,sony music germany,music,"technology, information and internet",entertainment providers,"ARTS, ENTERTAINMENT AND RECREATION"
tableau_280,southwest airlines,southwest airlines ,air transportation,travel services,transportation and logistics,TRANSPORTATION AND STORAGE
tableau_281,lufthansa group,lufthansa,aviation,transportation,logistics,TRANSPORTATION AND STORAGE
tableau_282,ns bluescope coated products,ns bluescope coated products,construction,manufacturing,building construction,Construction
tableau_283,domain group,domain group,real estate,"technology, information and internet",business consulting and services,Real Estate Activities
tableau_284,sysco,sysco,retail,food and beverage services,software development,Wholesale And Retail Trade
tableau_285,rei,rei,retail,other,consumer services,Wholesale And Retail Trade
tableau_286,ma assist,image,insurance,financial services,business consulting and services,Financial And Insurance Activities
tableau_287,charles schwab corporation,charles schwab,financial services,business consulting and services,software development,Financial And Insurance Activities
tableau_288,crossmedia,crossmedia gmbh,advertising services,business consulting and services,"technology, information and internet","Professional, Scientific and Technical Activities"
tableau_289,shiseido japan company limited,資生堂ジャパン株式会社 (shiseido),retail,advertising services,cosmetics,Wholesale And Retail Trade
tableau_290,oac,coaching consultoria e tecnologia ltda,business consulting and services,it services and it consulting,software development,"Professional, Scientific and Technical Activities"
tableau_291,capgemini,capgemini,it services and it consulting,business consulting and services,consulting,"Professional, Scientific and Technical Activities"
tableau_292,blutv,image,"technology, information and internet",software development,entertainment providers,Information And Communication
tableau_293,telefónica deutschland,telefónica,telecommunications,"technology, information and internet",financial services,Information and Communication
tableau_294,jonny fresh,jonny fresh ,retail,textile cleaning service,logistics,Wholesale And Retail Trade
tableau_295,cybersecurity malaysia,cybersecurity malaysia ,"technology, information and internet",information technology & services,government agency,Information And Communication
tableau_296,hellofresh,hellofresh,software development,food and beverage services,retail,Information And Communication
tableau_297,aon,aon,business consulting and services,financial services,professional training and coaching,"Professional, Scientific and Technical Activities"
tableau_298,eastern alliance trading sdn bhd,eastern alliance trading group ,consumer services,retail,manufacturing,Wholesale and Retail Trade
tableau_299,department of information technology and communication (doit&c),"government of rajasthan, india",information technology & services,government,"technology, information and internet","Professional, Scientific and Technical Activities"
tableau_300,pulsepoint group,image,business consulting and services,advertising services,communications management,"Professional, Scientific and Technical Activities"
tableau_301,gyeonggi infectious disease control center (gidcc),gyeonggi infectious disease control center,non-profit,hospitals and health care,information technology & services,Administrative and Support Service Activities
tableau_302,handok,handok ,hospitals and health care,"technology, information and internet",medical practices,Human Health And Social Work Activities
tableau_303,novozymes,novozymes,biotechnology,chemicals,life sciences,MANUFACTURING
tableau_304,pennine care nhs foundation trust,pennine care nhs foundation trust,healthcare,medical,public administration,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES
tableau_305,linkedin,linkedin,"technology, information and internet",software development,professional services,Information And Communication
tableau_306,brown-forman,brown-forman,financial services,spirits and wine,food and beverage manufacturing,Financial And Insurance Activities
tableau_307,singapore sports institute,singapore sports institute,sports,government,education,"Arts, Entertainment and Recreation"
tableau_308,apoteket,apoteket,retail,pharmaceuticals,healthcare,Wholesale And Retail Trade
tableau_309,lenovo,lenovo international,"technology, information and internet",information technology & services,electronics,Information And Communication
tableau_310,porto seguro,company name not found,insurance,financial services,software development,Financial And Insurance Activities
tableau_311,godaddy,godaddy,software development,"technology, information and internet",information technology & services,Information And Communication
tableau_312,mytoys group,mytoys group,retail,wholesale,consumer services,Wholesale And Retail Trade
tableau_313,yahoo! japan,company name not found,it services,"technology, information and internet",software development,"Professional, Scientific and Technical Activities"
tableau_314,panoramic power,panoramic power ,energy management,internet of things,cloud-based analytics,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY"
tableau_315,box,box,software development,information technology & services,cloud computing,Information And Communication
tableau_316,instituto unibanco,instituto unibanco,non-profit organizations,education administration programs,financial services,Administrative and Support Service Activities
tableau_317,ge global research,company name not found,financial services,software development,"technology, information and internet",Financial And Insurance Activities
tableau_318,gannett,gannett ,media,advertising services,human resources services,"ARTS, ENTERTAINMENT AND RECREATION"
tableau_319,zedi,zedi,oil and gas,energy,industrial,"Electricity, Gas, Steam and Air Conditioning Supply"
tableau_320,m-net,m-net,telecommunications,"technology, information and internet",information technology & services,Information and Communication
tableau_321,coca-cola bottling company consolidated (ccbcc),coca-cola bottling co. consolidated,consumer services,food and beverage manufacturing,retail,Wholesale and Retail Trade
tableau_322,h&z,h&z,business consulting and services,management consultancy,other,"Professional, Scientific and Technical Activities"
tableau_323,mobility outreach international (moi),mobility outreach international ,hospitals and health care,non-profit organizations,business consulting and services,Human Health And Social Work Activities
tableau_324,askul corporation,company name not found,btoc company,ec marketing business unit,retail,OTHER SERVICE ACTIVITIES
tableau_325,path,path,healthcare,non-profit,medical research,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES
tableau_326,department for international development (dfid),dfid,non-profit organizations,government,humanitarian services,Administrative and Support Service Activities
tableau_327,amag pharmaceuticals,company name not found,hospitals and health care,medical practices,financial services,Human Health And Social Work Activities
tableau_328,extrabom,company name not found,retail,business consulting and services,software development,Wholesale And Retail Trade
tableau_329,university of georgia,company name not found,higher education,business consulting and services,accounting,Education
tableau_330,h&z,company name not found,business consulting and services,management consultancy,other,"Professional, Scientific and Technical Activities"
tableau_331,azul linhas areas,company name not found,transportation,airlines,logistics,Transportation and Storage
tableau_332,university of notre dame,image,higher education,non-profit organizations,education administration programs,Education
tableau_333,hallmark,hallmark,retail,business services,consumer goods,Wholesale And Retail Trade
tableau_334,randstad,randstad,staffing and recruiting,human resources services,business consulting and services,Administrative and Support Service Activities
tableau_335,conduent,company name not found,it services,business consulting,outsourcing,"Professional, Scientific and Technical Activities"
tableau_336,örum oy ab,örum,automotive,parts,distributors,WHOLESALE AND RETAIL TRADE
tableau_337,honeywell,honeywell,financial services,manufacturing,industrial machinery manufacturing,Financial And Insurance Activities
tableau_338,parexel,company name not found,software development,"technology, information and internet",information technology & services,Information And Communication
tableau_339,wlw,werliefertwas - wlw,b2b marketplace,e-commerce,business intelligence,OTHER SERVICE ACTIVITIES
tableau_340,dimagi,dimagi,business consulting and services,software development,information technology & services,"Professional, Scientific and Technical Activities"
tableau_341,equal opportunity schools (eos),equal opportunity schools (eos),non-profit organizations,education administration programs,"technology, information and internet",Administrative and Support Service Activities
tableau_342,ameripride,ameripride services,uniform rental and linen supply,manufacturing,transportation,OTHER SERVICE ACTIVITIES
tableau_343,strivetogether,thriving together,education,non-profit,business consulting and services,Education
tableau_344,nethope,nethope,non-profit organizations,"technology, information and internet",humanitarian,Administrative and Support Service Activities
tableau_345,washington business alliance,visualizing washington's progress,non-profit organizations,business consulting and services,public administration,Administrative and Support Service Activities
tableau_346,tableau foundation,path,business consulting and services,software development,"technology, information and internet","Professional, Scientific and Technical Activities"
tableau_347,bookerzzz,bookerzzz,travel arrangements,hospitality,software development,Administrative and Support Service Activities
tableau_348,strivetogether,strivetogether,non-profit organizations,education administration programs,business consulting and services,Administrative and Support Service Activities
tableau_349,win2day,company name not found,financial services,"technology, information and internet",software development,Financial And Insurance Activities
tableau_350,damovo,company name not found,it services and it consulting,telecommunications,business communications,"Professional, Scientific and Technical Activities"
tableau_351,minodes,company name not found,retail,business consulting and services,"technology, information and internet",Wholesale And Retail Trade
tableau_352,sa ambulance service,sa ambulance service,hospitals and health care,"technology, information and internet",business consulting and services,Human Health And Social Work Activities
